Solution 1:
Total Switches: 1214
Boundary Edges (1789):
  ngx_write_chain_to_file:302 -> ngx_write_file:195, Weight: 0, Domains: 0 -> 1
10196: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + BinaryOperator:824:824: sz = 6, quan = 0
4179: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + BinaryOperator:825:825: sz = 8, quan = 0
9042: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + BinaryOperator:826:826: sz = 4, quan = 0
12277: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + ReturnStmt:828:828: sz = 2, quan = 0
6868: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + LabelStmt:831:835: sz = 16, quan = 0
10638: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + CompoundAssignOperator:837:837: sz = 6, quan = 0
9463: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + IfStmt:839:879: sz = 121, quan = 0
7023: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + IfStmt:882:934: sz = 123, quan = 0
14478: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + BinaryOperator:939:939: sz = 5, quan = 0
10200: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + IfStmt:941:959: sz = 55, quan = 0
8274: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + BinaryOperator:961:961: sz = 4, quan = 0
8586: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + IfStmt:962:964: sz = 5, quan = 0
10202: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + BinaryOperator:966:966: sz = 6, quan = 0
10206: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + BinaryOperator:967:967: sz = 10, quan = 0
10131: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + IfStmt:968:970: sz = 7, quan = 0
8700: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + CStyleCastExpr:972:972: sz = 12, quan = 0
10212: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + BinaryOperator:977:977: sz = 4, quan = 0
10214: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + IfStmt:978:980: sz = 5, quan = 0
12680: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + BinaryOperator:982:982: sz = 6, quan = 0
3850: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + BinaryOperator:983:983: sz = 5, quan = 0
4930: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + BinaryOperator:984:984: sz = 3, quan = 0
4043: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + BinaryOperator:985:985: sz = 4, quan = 0
3783: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_add_key + ReturnStmt:987:987: sz = 2, quan = 0

-- Function: ngx_hash_find --
10230: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_find + DeclStmt:15:15: sz = 1, quan = 0
10334: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_find + DeclStmt:16:16: sz = 1, quan = 0
7338: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_find + BinaryOperator:22:22: sz = 11, quan = 24
14835: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_find + IfStmt:24:26: sz = 5, quan = 24
10234: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_find + WhileStmt:28:46: sz = 61, quan = 24
3787: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_find + ReturnStmt:48:48: sz = 2, quan = 0

-- Function: ngx_hash_init --
10263: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + DeclStmt:254:254: sz = 1, quan = 0
7223: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + DeclStmt:255:255: sz = 1, quan = 0
10266: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + DeclStmt:256:256: sz = 1, quan = 0
5759: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + DeclStmt:257:257: sz = 6, quan = 0
9404: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + DeclStmt:258:258: sz = 2, quan = 0
10270: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + IfStmt:260:266: sz = 32, quan = 24
10272: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + ForStmt:268:277: sz = 54, quan = 24
8557: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + BinaryOperator:279:279: sz = 12, quan = 24
10281: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + IfStmt:280:282: sz = 5, quan = 24
4191: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + BinaryOperator:284:284: sz = 5, quan = 24
8131: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + BinaryOperator:286:286: sz = 5, quan = 24
10532: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + BinaryOperator:287:287: sz = 8, quan = 24
7681: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + IfStmt:289:291: sz = 21, quan = 24
10108: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + ForStmt:293:321: sz = 81, quan = 24
13933: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + BinaryOperator:323:323: sz = 4, quan = 0
10283: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + CallExpr:325:330: sz = 35, quan = 0
10286: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + LabelStmt:332:336: sz = 16, quan = 24
6629: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + ForStmt:338:345: sz = 49, quan = 24
7982: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + BinaryOperator:347:347: sz = 1, quan = 24
13711: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + ForStmt:349:357: sz = 44, quan = 24
7143: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + IfStmt:359:376: sz = 50, quan = 24
4155: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + BinaryOperator:378:378: sz = 8, quan = 24
9038: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + IfStmt:379:382: sz = 8, quan = 24
10294: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + BinaryOperator:384:384: sz = 11, quan = 24
10299: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + ForStmt:386:393: sz = 34, quan = 24
9664: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + ForStmt:395:397: sz = 15, quan = 24
10301: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + ForStmt:399:413: sz = 97, quan = 24
9921: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + ForStmt:415:423: sz = 35, quan = 24
10310: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + CallExpr:425:425: sz = 3, quan = 24
7125: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + BinaryOperator:427:427: sz = 6, quan = 24
5240: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + BinaryOperator:428:428: sz = 6, quan = 24
8726: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_init + ReturnStmt:460:460: sz = 2, quan = 0

-- Function: ngx_hash_key --
13409: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_key + DeclStmt:612:612: sz = 2, quan = 0
9391: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_key + BinaryOperator:614:614: sz = 1, quan = 0
8525: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_key + ForStmt:616:618: sz = 20, quan = 0
7857: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_key + ReturnStmt:620:620: sz = 2, quan = 0

-- Function: ngx_hash_key_lc --
9959: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_key_lc + DeclStmt:627:627: sz = 2, quan = 0
11441: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_key_lc + BinaryOperator:629:629: sz = 1, quan = 24
7660: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_key_lc + ForStmt:631:633: sz = 45, quan = 24
10077: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_key_lc + ReturnStmt:635:635: sz = 2, quan = 24

-- Function: ngx_hash_keys_array_init --
9962: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_keys_array_init + DeclStmt:660:660: sz = 1, quan = 0
8272: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_keys_array_init + IfStmt:662:669: sz = 12, quan = 0
6489: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_keys_array_init + IfStmt:671:675: sz = 11, quan = 0
5998: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_keys_array_init + IfStmt:677:682: sz = 11, quan = 0
5476: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_keys_array_init + IfStmt:684:689: sz = 11, quan = 0
10317: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_keys_array_init + BinaryOperator:691:691: sz = 12, quan = 0
9618: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_keys_array_init + IfStmt:692:694: sz = 7, quan = 0
15115: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_keys_array_init + BinaryOperator:696:697: sz = 12, quan = 0
10321: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_keys_array_init + IfStmt:698:700: sz = 7, quan = 0
7992: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_keys_array_init + BinaryOperator:702:703: sz = 12, quan = 0
10401: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_keys_array_init + IfStmt:704:706: sz = 7, quan = 0
6502: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_keys_array_init + ReturnStmt:708:708: sz = 2, quan = 0

-- Function: ngx_hash_strlow --
9099: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_strlow + DeclStmt:642:642: sz = 1, quan = 0
13126: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_strlow + BinaryOperator:644:644: sz = 1, quan = 0
4009: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_strlow + WhileStmt:646:651: sz = 43, quan = 0
10329: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_strlow + ReturnStmt:653:653: sz = 2, quan = 0

-- Function: ngx_hash_wildcard_init --
10331: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_wildcard_init + DeclStmt:468:468: sz = 2, quan = 0
8513: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_wildcard_init + DeclStmt:469:469: sz = 3, quan = 0
10282: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_wildcard_init + DeclStmt:470:470: sz = 2, quan = 0
12575: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_wildcard_init + DeclStmt:471:471: sz = 2, quan = 0
8291: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_wildcard_init + DeclStmt:472:472: sz = 1, quan = 0
9046: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_wildcard_init + DeclStmt:473:473: sz = 1, quan = 0
8733: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_wildcard_init + IfStmt:475:480: sz = 9, quan = 0
15221: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_wildcard_init + IfStmt:482:487: sz = 9, quan = 0
8884: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_wildcard_init + ForStmt:489:596: sz = 318, quan = 0
7024: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_wildcard_init + IfStmt:598:603: sz = 11, quan = 0
12670: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/core/ngx_hash.c + ngx_hash_wildcard_init + ReturnStmt:605:605: sz = 2, quan = 0

-- Function: ngx_http_access_found --
9084: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_found + DeclStmt:278:278: sz = 1, quan = 0
10361: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_found + IfStmt:280:289: sz = 35, quan = 0
6800: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_found + ReturnStmt:291:291: sz = 2, quan = 0

-- Function: ngx_http_access_handler --
9171: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_handler + BinaryOperator:133:133: sz = 8, quan = 12
9624: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_handler + SwitchStmt:135:176: sz = 138, quan = 12
10362: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_handler + ReturnStmt:178:178: sz = 2, quan = 0

-- Function: ngx_http_access_inet --
5424: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_inet + DeclStmt:186:186: sz = 1, quan = 0
10368: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_inet + DeclStmt:187:187: sz = 1, quan = 0
10370: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_inet + BinaryOperator:189:189: sz = 7, quan = 0
9011: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_inet + ForStmt:190:199: sz = 38, quan = 0
10382: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_inet + ReturnStmt:201:201: sz = 2, quan = 0

-- Function: ngx_http_access_init --
6352: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_init + BinaryOperator:453:453: sz = 11, quan = 12
14875: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_init + BinaryOperator:455:455: sz = 7, quan = 12
6586: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_init + IfStmt:456:458: sz = 5, quan = 12
10392: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_init + BinaryOperator:460:460: sz = 2, quan = 12
7850: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_access_module.c + ngx_http_access_init + ReturnStmt:462:462: sz = 2, quan = 0

-- Function: ngx_http_add_addrs --
10440: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_add_addrs + DeclStmt:1779:1779: sz = 1, quan = 0
7599: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_add_addrs + DeclStmt:1780:1780: sz = 1, quan = 0
4260: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_add_addrs + DeclStmt:1781:1781: sz = 1, quan = 0
4369: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_add_addrs + DeclStmt:1782:1782: sz = 1, quan = 0
10443: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_add_addrs + BinaryOperator:1784:1785: sz = 11, quan = 12
10447: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_add_addrs + IfStmt:1786:1788: sz = 7, quan = 12
9466: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_add_addrs + BinaryOperator:1790:1790: sz = 5, quan = 12
5612: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_add_addrs + ForStmt:1792:1832: sz = 195, quan = 12
10337: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_add_addrs + ReturnStmt:1834:1834: sz = 2, quan = 0

-- Function: ngx_http_add_header --
11383: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_headers_filter_module.c + ngx_http_add_header + IfStmt:548:557: sz = 33, quan = 12
11706: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/modules/ngx_http_headers_filter_module.c + ngx_http_add_header + ReturnStmt:559:559: sz = 2, quan = 0

-- Function: ngx_http_add_listening --
10129: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_add_listening + DeclStmt:1699:1699: sz = 1, quan = 0
3668: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx_sslkey_auth/input/source_code/nginx-1.15.5/src/http/ngx_http.c + ngx_http_add_listening + DeclStmt:1700:1700: sz = 1, quan = 0
