Solution 1:
Total Switches: 907
Boundary Edges (571):
  ngx_writev_file:420 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
3122: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_files.c + ngx_chain_to_iovec + BinaryOperator:356:356: sz = 1, quan = 0
5901: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_files.c + ngx_chain_to_iovec + ForStmt:358:382: sz = 148, quan = 0
8578: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_files.c + ngx_chain_to_iovec + BinaryOperator:384:384: sz = 4, quan = 0
3856: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_files.c + ngx_chain_to_iovec + BinaryOperator:385:385: sz = 4, quan = 0
3861: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_files.c + ngx_chain_to_iovec + ReturnStmt:387:387: sz = 2, quan = 0

-- Function: ngx_chain_update_chains --
4150: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_buf.c + ngx_chain_update_chains + DeclStmt:188:188: sz = 1, quan = 0
5140: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_buf.c + ngx_chain_update_chains + IfStmt:190:201: sz = 36, quan = 0
2673: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_buf.c + ngx_chain_update_chains + WhileStmt:203:222: sz = 125, quan = 0

-- Function: ngx_chain_update_sent --
3758: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_buf.c + ngx_chain_update_sent + DeclStmt:274:274: sz = 1, quan = 0
9012: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_buf.c + ngx_chain_update_sent + ForStmt:276:311: sz = 268, quan = 2
3872: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_buf.c + ngx_chain_update_sent + ReturnStmt:313:313: sz = 2, quan = 2

-- Function: ngx_channel_handler --
3876: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_channel_handler + DeclStmt:1041:1041: sz = 1, quan = 0
2246: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_channel_handler + DeclStmt:1042:1042: sz = 1, quan = 0
2688: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_channel_handler + DeclStmt:1043:1043: sz = 1, quan = 0
3466: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_channel_handler + IfStmt:1045:1048: sz = 15, quan = 0
2590: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_channel_handler + BinaryOperator:1050:1050: sz = 5, quan = 0
971: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_channel_handler + ForStmt:1054:1122: sz = 95, quan = 0

-- Function: ngx_clean_old_cycles --
3779: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_cycle.c + ngx_clean_old_cycles + DeclStmt:1291:1291: sz = 4, quan = 0
2977: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_cycle.c + ngx_clean_old_cycles + DeclStmt:1292:1292: sz = 1, quan = 0
3896: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_cycle.c + ngx_clean_old_cycles + DeclStmt:1293:1293: sz = 1, quan = 0
5380: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_cycle.c + ngx_clean_old_cycles + BinaryOperator:1295:1295: sz = 4, quan = 0
3897: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_cycle.c + ngx_clean_old_cycles + BinaryOperator:1296:1296: sz = 4, quan = 0
9253: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_cycle.c + ngx_clean_old_cycles + BinaryOperator:1300:1300: sz = 1, quan = 0
6201: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_cycle.c + ngx_clean_old_cycles + BinaryOperator:1302:1302: sz = 3, quan = 0
3913: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_cycle.c + ngx_clean_old_cycles + ForStmt:1303:1330: sz = 65, quan = 0
3562: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_cycle.c + ngx_clean_old_cycles + IfStmt:1334:1341: sz = 10, quan = 0

-- Function: ngx_cleanup_environment --
2852: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/nginx.c + ngx_cleanup_environment + DeclStmt:624:624: sz = 4, quan = 0
4001: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/nginx.c + ngx_cleanup_environment + IfStmt:626:634: sz = 5, quan = 0
3216: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/nginx.c + ngx_cleanup_environment + CallExpr:636:636: sz = 3, quan = 0

-- Function: ngx_clone_listening --
737: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_clone_listening + DeclStmt:103:103: sz = 1, quan = 0
2532: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_clone_listening + DeclStmt:104:104: sz = 1, quan = 0
4516: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_clone_listening + DeclStmt:105:105: sz = 1, quan = 0
6666: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_clone_listening + IfStmt:107:109: sz = 15, quan = 0
5432: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_clone_listening + BinaryOperator:111:111: sz = 4, quan = 0
2346: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_clone_listening + BinaryOperator:113:113: sz = 8, quan = 0
3285: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_clone_listening + ForStmt:115:126: sz = 31, quan = 0
974: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_clone_listening + ReturnStmt:130:130: sz = 2, quan = 0

-- Function: ngx_close_accepted_connection --
4292: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/event/ngx_event_accept.c + ngx_close_accepted_connection + DeclStmt:424:424: sz = 1, quan = 0
4979: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/event/ngx_event_accept.c + ngx_close_accepted_connection + CallExpr:426:426: sz = 2, quan = 0
3923: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/event/ngx_event_accept.c + ngx_close_accepted_connection + BinaryOperator:428:428: sz = 4, quan = 0
3234: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/event/ngx_event_accept.c + ngx_close_accepted_connection + BinaryOperator:429:429: sz = 3, quan = 0
2820: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/event/ngx_event_accept.c + ngx_close_accepted_connection + IfStmt:431:434: sz = 19, quan = 0
6240: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/event/ngx_event_accept.c + ngx_close_accepted_connection + IfStmt:436:438: sz = 10, quan = 0

-- Function: ngx_close_accepted_udp_connection --
3555: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/event/ngx_event_udp.c + ngx_close_accepted_udp_connection + CallExpr:423:423: sz = 2, quan = 0
3611: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/event/ngx_event_udp.c + ngx_close_accepted_udp_connection + BinaryOperator:425:425: sz = 3, quan = 0
3940: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/event/ngx_event_udp.c + ngx_close_accepted_udp_connection + IfStmt:427:429: sz = 10, quan = 0

-- Function: ngx_close_cached_file --
7972: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_open_file_cache.c + ngx_close_cached_file + IfStmt:1039:1050: sz = 81, quan = 0
3325: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_open_file_cache.c + ngx_close_cached_file + CallExpr:1052:1052: sz = 2, quan = 0
3945: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_open_file_cache.c + ngx_close_cached_file + IfStmt:1054:1056: sz = 10, quan = 0
5193: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_open_file_cache.c + ngx_close_cached_file + IfStmt:1058:1066: sz = 29, quan = 0
2033: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_open_file_cache.c + ngx_close_cached_file + IfStmt:1068:1070: sz = 10, quan = 0
3042: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_open_file_cache.c + ngx_close_cached_file + CallExpr:1072:1072: sz = 4, quan = 0
4102: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_open_file_cache.c + ngx_close_cached_file + CallExpr:1073:1073: sz = 3, quan = 0

-- Function: ngx_close_channel --
2279: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_channel.c + ngx_close_channel + IfStmt:246:248: sz = 17, quan = 0
4410: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_channel.c + ngx_close_channel + IfStmt:250:252: sz = 17, quan = 0

-- Function: ngx_close_connection --
3965: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + DeclStmt:1177:1177: sz = 1, quan = 0
3870: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + DeclStmt:1178:1178: sz = 2, quan = 0
981: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + DeclStmt:1179:1179: sz = 1, quan = 0
1781: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + IfStmt:1181:1184: sz = 18, quan = 0
2423: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + IfStmt:1186:1188: sz = 15, quan = 0
3983: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + IfStmt:1190:1192: sz = 15, quan = 0
1274: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + IfStmt:1194:1207: sz = 67, quan = 0
5735: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + IfStmt:1209:1211: sz = 47, quan = 0
3176: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + IfStmt:1213:1215: sz = 47, quan = 0
3405: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + BinaryOperator:1217:1217: sz = 9, quan = 0
3528: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + BinaryOperator:1218:1218: sz = 9, quan = 0
2278: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + CallExpr:1220:1220: sz = 2, quan = 0
4167: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + BinaryOperator:1222:1222: sz = 7, quan = 0
9188: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + CallExpr:1224:1224: sz = 2, quan = 0
2483: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + BinaryOperator:1226:1226: sz = 4, quan = 0
4013: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + BinaryOperator:1227:1227: sz = 3, quan = 0
4014: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + IfStmt:1229:1231: sz = 8, quan = 0
4354: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_connection + IfStmt:1233:1258: sz = 40, quan = 0

-- Function: ngx_close_glob --
2493: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_files.c + ngx_close_glob + CallExpr:754:754: sz = 3, quan = 0

-- Function: ngx_close_idle_connections --
4047: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_idle_connections + DeclStmt:1322:1322: sz = 1, quan = 0
845: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_idle_connections + DeclStmt:1323:1323: sz = 1, quan = 0
4458: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_idle_connections + BinaryOperator:1325:1325: sz = 4, quan = 0
458: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_idle_connections + ForStmt:1327:1335: sz = 51, quan = 0

-- Function: ngx_close_listening_sockets --
4038: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_listening_sockets + DeclStmt:1023:1023: sz = 1, quan = 0
3131: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_listening_sockets + DeclStmt:1024:1024: sz = 1, quan = 0
8912: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_listening_sockets + DeclStmt:1025:1025: sz = 1, quan = 0
4185: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_listening_sockets + IfStmt:1027:1029: sz = 5, quan = 0
4040: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_listening_sockets + BinaryOperator:1031:1031: sz = 1, quan = 0
2287: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_listening_sockets + BinaryOperator:1032:1032: sz = 1, quan = 0
1800: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_listening_sockets + BinaryOperator:1034:1034: sz = 6, quan = 0
5179: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_listening_sockets + ForStmt:1035:1086: sz = 134, quan = 0
2968: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_close_listening_sockets + BinaryOperator:1088:1088: sz = 4, quan = 0

-- Function: ngx_cmp_sockaddr --
3575: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_inet.c + ngx_cmp_sockaddr + DeclStmt:1366:1366: sz = 2, quan = 0
4052: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_inet.c + ngx_cmp_sockaddr + DeclStmt:1368:1368: sz = 2, quan = 0
4056: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_inet.c + ngx_cmp_sockaddr + DeclStmt:1371:1371: sz = 1, quan = 0
2618: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_inet.c + ngx_cmp_sockaddr + DeclStmt:1372:1372: sz = 2, quan = 0
2231: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_inet.c + ngx_cmp_sockaddr + IfStmt:1375:1377: sz = 12, quan = 0
3109: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_inet.c + ngx_cmp_sockaddr + SwitchStmt:1379:1436: sz = 109, quan = 0
7617: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_inet.c + ngx_cmp_sockaddr + ReturnStmt:1438:1438: sz = 2, quan = 0

-- Function: ngx_conf_add_dump --
5614: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + DeclStmt:104:104: sz = 1, quan = 0
4116: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + DeclStmt:105:105: sz = 1, quan = 0
2285: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + DeclStmt:106:106: sz = 1, quan = 0
4080: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + DeclStmt:107:107: sz = 1, quan = 0
4082: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + DeclStmt:108:108: sz = 1, quan = 0
4536: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + DeclStmt:109:109: sz = 1, quan = 0
2837: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + BinaryOperator:111:111: sz = 8, quan = 0
4084: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + BinaryOperator:113:113: sz = 8, quan = 0
3240: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + IfStmt:115:118: sz = 10, quan = 0
2455: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + BinaryOperator:120:120: sz = 8, quan = 0
6544: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + IfStmt:121:123: sz = 5, quan = 0
3929: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + BinaryOperator:125:125: sz = 7, quan = 0
3738: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + IfStmt:126:128: sz = 5, quan = 0
2411: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + BinaryOperator:130:130: sz = 8, quan = 0
3885: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + BinaryOperator:132:132: sz = 8, quan = 0
4509: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + IfStmt:133:135: sz = 5, quan = 0
3492: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + BinaryOperator:137:137: sz = 5, quan = 0
7822: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + BinaryOperator:138:138: sz = 7, quan = 0
4094: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + BinaryOperator:139:139: sz = 4, quan = 0
3769: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + BinaryOperator:141:141: sz = 6, quan = 0
2963: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + BinaryOperator:143:143: sz = 6, quan = 0
4236: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + IfStmt:144:146: sz = 5, quan = 0
7909: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + BinaryOperator:148:148: sz = 6, quan = 0
3124: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + BinaryOperator:149:149: sz = 7, quan = 0
4107: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + CallExpr:151:151: sz = 7, quan = 0
4112: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_add_dump + ReturnStmt:153:153: sz = 2, quan = 0

-- Function: ngx_conf_flush_files --
7444: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_flush_files + DeclStmt:964:964: sz = 1, quan = 0
3954: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_flush_files + DeclStmt:965:965: sz = 1, quan = 0
4127: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_flush_files + DeclStmt:966:966: sz = 1, quan = 0
4728: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_flush_files + BinaryOperator:970:970: sz = 4, quan = 0
4368: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_flush_files + BinaryOperator:971:971: sz = 5, quan = 0
3207: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_flush_files + ForStmt:973:987: sz = 50, quan = 0

-- Function: ngx_conf_full_name --
6432: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_full_name + DeclStmt:889:889: sz = 1, quan = 0
5934: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_full_name + BinaryOperator:891:891: sz = 11, quan = 0
4144: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_full_name + ReturnStmt:893:893: sz = 7, quan = 0

-- Function: ngx_conf_handler --
3743: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_handler + DeclStmt:358:358: sz = 1, quan = 0
8720: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_handler + DeclStmt:359:359: sz = 2, quan = 0
7820: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_conf_file.c + ngx_conf_handler + DeclStmt:360:360: sz = 2, quan = 0
